Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,2019 Longevity Pay,Grade
FRS,Fire and Rescue Services,Information Technology,M,101259.50,0.00,0.00,26
FRS,Fire and Rescue Services,Station 6,M,54238.00,8110.13,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,1045.66,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,1392.00,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,4436.07,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,276.50,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,426.54,0.00,F1
FRS,Fire and Rescue Services,Station 25,M,56138.00,22291.53,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,56138.00,33578.58,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,650.84,0.00,F2
FRS,Fire and Rescue Services,Fleet Operations,M,57658.36,1074.67,0.00,20
FRS,Fire and Rescue Services,Fleet Operations,M,72072.94,4385.65,0.00,20
FRS,Fire and Rescue Services,Station 1,M,54238.00,1014.53,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,686.55,0.00,F1
FRS,Fire and Rescue Services,Station 25,M,54238.00,18438.37,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,F,47089.00,0.00,0.00,P1
FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,61638.79,2732.23,0.00,14
FRS,Fire and Rescue Services,Station 21,M,56138.00,198.95,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,56138.00,7463.35,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56138.00,17536.15,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,56138.00,11320.05,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,56138.00,4496.23,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56138.00,2526.82,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,16728.67,0.00,F2
FRS,Fire and Rescue Services,Station 35,M,56138.00,18132.34,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,31948.73,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,54238.00,12264.61,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,13409.50,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,56138.00,14467.76,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,4311.75,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,56138.00,9193.99,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,56138.00,7989.76,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,56138.00,1206.39,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56138.00,20125.70,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,5526.68,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,56138.00,13411.54,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,56138.00,1559.76,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,56138.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Rescue 2,M,56138.00,4736.00,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,11557.51,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,56138.00,832.58,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,41971.00,0.00,0.00,15
FRS,Fire and Rescue Services,Station 21,M,56138.00,7475.07,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,56138.00,4345.51,0.00,F2
FRS,Fire and Rescue Services,Station 20,M,56138.00,1922.87,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56138.00,7893.99,0.00,F2
FRS,Fire and Rescue Services,Station 30,M,52967.00,4456.44,0.00,F1
FRS,Fire and Rescue Services,Rescue 2,M,56138.00,8281.42,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,56138.00,15768.48,0.00,F2
FRS,Fire and Rescue Services,Station 16,M,56138.00,12592.70,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48738.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 21,M,56138.00,1114.12,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,56138.00,6774.55,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56138.00,16193.87,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,56138.00,119.37,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,56138.00,18924.43,0.00,F2
FRS,Fire and Rescue Services,Station 30,M,56138.00,12144.64,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,56138.00,10536.02,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,56138.00,18251.21,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56138.00,6241.55,0.00,F2
FRS,Fire and Rescue Services,Station 18,M,56138.00,52732.56,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,56138.00,22872.04,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,56138.00,1108.71,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,56138.00,20240.27,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,56138.00,24292.90,0.00,F2
FRS,Fire and Rescue Services,Station 6,M,56138.00,5000.01,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,56138.00,16809.05,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,56138.00,3621.62,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56138.00,11340.14,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,56138.00,3055.84,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,56138.00,11620.43,0.00,F2
FRS,Fire and Rescue Services,Station 28,M,56138.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 5,M,56138.00,1955.94,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56138.00,12963.49,0.00,F2
FRS,Fire and Rescue Services,Station 11,M,56138.00,28409.82,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,56138.00,27570.93,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,56138.00,12198.93,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56138.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 5,M,56138.00,9648.64,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,16662.85,0.00,F2
FRS,Fire and Rescue Services,DS MCDC Central Processing Unit,M,53464.00,3830.26,0.00,F1
FRS,Fire and Rescue Services,Emergency Medical Services,M,78972.80,0.00,0.00,25
FRS,Fire and Rescue Services,Fleet Operations,M,61537.26,3906.99,0.00,16
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Information Technology,M,96864.20,0.00,0.00,23
FRS,Fire and Rescue Services,Field Recruits,M,48738.00,21.97,0.00,F1
FRS,Fire and Rescue Services,Station 35,M,54238.00,8788.45,0.00,F2
FRS,Fire and Rescue Services,Rescue 2,M,54238.00,2788.46,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,1709.95,0.00,F2
FRS,Fire and Rescue Services,Rescue 2,M,54238.00,281.00,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,54238.00,6750.71,0.00,F2
FRS,Fire and Rescue Services,Station 32,F,54238.00,7181.79,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,54238.00,27489.85,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,11645.27,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,11031.34,0.00,F2
FRS,Fire and Rescue Services,Station 34,M,54238.00,3853.93,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,20791.26,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,54238.00,4139.66,0.00,F2
FRS,Fire and Rescue Services,Station 7,M,54238.00,7282.89,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,54238.00,4590.45,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48738.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,3928.39,0.00,F2
FRS,Fire and Rescue Services,Station 25,F,54238.00,1528.10,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,1984.62,0.00,F2
FRS,Fire and Rescue Services,Station 10,M,54238.00,7526.06,0.00,F2
FRS,Fire and Rescue Services,Station 25,F,54238.00,3550.67,0.00,F2
FRS,Fire and Rescue Services,Station 28,M,54238.00,9481.45,0.00,F2
FRS,Fire and Rescue Services,Station 10,M,54238.00,5792.64,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,5044.86,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,12976.41,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,54238.00,9040.37,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,4142.54,0.00,F2
FRS,Fire and Rescue Services,Community Outreach Section,M,104592.56,0.00,0.00,25
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,12470.41,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,46.14,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,6471.24,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,14424.59,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,3471.25,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,1845.29,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,7733.01,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,461.33,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,76.89,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,4123.47,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,4986.86,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,6706.04,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,16453.20,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,353.68,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,3941.95,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,6133.74,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,7023.10,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,6015.85,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,6640.97,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,7184.64,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,14130.22,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,547.38,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,8300.13,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,7421.31,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,5738.24,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,54238.00,1784.39,0.00,F2
FRS,Fire and Rescue Services,Training,F,101966.24,8616.71,0.00,25
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,277.97,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,39444.00,0.00,0.00,0
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,0
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Internal Affairs,M,90674.07,0.00,0.00,25
FRS,Fire and Rescue Services,Community Outreach Section,M,88671.66,0.00,0.00,23
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,183.95,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,1590.17,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,3380.02,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,127.35,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,2569.08,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,47089.00,84.90,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,52403.00,911.47,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,5053.76,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,3709.28,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,3466.06,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,14313.52,0.00,F1
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,113.20,0.00,F1
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,2733.28,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,3361.66,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,F,52403.00,12011.20,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,297.15,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,358.40,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,52403.00,3618.86,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Field Recruits,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,438.64,0.00,F1
FRS,Fire and Rescue Services,Fleet Operations,M,67040.16,890.85,0.00,16
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,341.64,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,433.61,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,693.28,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,101.09,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Fleet Operations,M,55681.50,2651.09,0.00,16
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,398.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,181.18,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,101.09,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,129.39,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.24,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,105.23,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,90.25,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,151.89,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,1629.25,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,47089.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,115.92,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Emergency Medical Services,F,54192.50,0.00,0.00,18
FRS,Fire and Rescue Services,Fleet Operations,M,72628.87,2753.43,0.00,20
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,127.35,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,127.35,0.00,F1
FRS,Fire and Rescue Services,Information Technology,F,111070.28,0.00,0.00,26
FRS,Fire and Rescue Services,Property and Supply,M,39366.25,0.00,0.00,7
HCA,Department of Housing and Community Affairs,Management Services,M,135600.93,0.00,0.00,30
HCA,Department of Housing and Community Affairs,Housing,F,71852.00,0.00,4280.64,16
HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,F,71852.00,0.00,4280.64,16
HCA,Department of Housing and Community Affairs,Community Development,F,71852.00,0.00,4280.64,16
HCA,Department of Housing and Community Affairs,Finance and Administration Division,F,71852.00,0.00,4280.64,16
HCA,Department of Housing and Community Affairs,Housing,F,167345.00,0.00,0.00,M2
HCA,Department of Housing and Community Affairs,Affordable Housing Programs,F,99852.00,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Asset Management,F,108986.16,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Community Development,F,80958.99,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Grants Management,M,107346.00,0.00,2011.52,25
HCA,Department of Housing and Community Affairs,Licensing,F,87194.24,4458.55,0.00,21
HCA,Department of Housing and Community Affairs,Finance and Administration Division,M,165817.08,0.00,0.00,M2
HCA,Department of Housing and Community Affairs,Director Administration,F,78902.00,0.00,1543.36,18
HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,109761.00,0.00,6537.44,25
HCA,Department of Housing and Community Affairs,Grants Management,M,109761.00,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Finance and Administration Division,F,97080.97,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Grants Management,M,109761.00,0.00,2354.48,25
HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,M,144751.00,0.00,0.00,M3
HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,109761.00,0.00,3221.92,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,97655.00,0.00,1640.08,23
HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,109761.00,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,144751.00,0.00,0.00,M3
HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,70271.00,0.00,1216.80,16
HCA,Department of Housing and Community Affairs,Affordable Housing Programs,F,81509.56,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Community Development,M,167345.00,0.00,0.00,M2
HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,M,137063.13,0.00,0.00,M3
HCA,Department of Housing and Community Affairs,Management Services,F,97655.00,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,109761.00,0.00,6537.44,25
HCA,Department of Housing and Community Affairs,Affordable Housing Programs,F,120737.41,0.00,0.00,M3
HCA,Department of Housing and Community Affairs,Affordable Housing Programs,M,109761.00,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,109761.00,0.00,3221.92,25
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,109761.00,0.00,3221.92,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,90848.00,0.00,410.24,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,90848.00,6023.02,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,99852.00,0.00,5948.80,23
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,74887.27,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,99852.00,0.00,5948.80,23
HCA,Department of Housing and Community Affairs,Affordable Housing Programs,M,96603.25,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,109761.00,0.00,4777.36,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,83945.23,114.41,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,90848.00,192.24,0.00,21
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,91363.26,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,87370.69,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,107346.00,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,90848.00,0.00,2640.67,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,97403.50,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Licensing,F,107346.00,0.00,1198.28,23
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,99852.00,0.00,0.00,23
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,144751.00,0.00,0.00,M3
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,73255.77,4524.55,0.00,21
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,109761.00,0.00,6537.44,25
HCA,Department of Housing and Community Affairs,Management Services,M,68269.77,0.00,0.00,19
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,60742.40,0.00,0.00,16
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,109761.00,0.00,2148.64,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,99852.00,0.00,2930.72,23
HCA,Department of Housing and Community Affairs,Asset Management,F,54880.50,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,95835.79,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,99852.00,0.00,2930.72,23
HCA,Department of Housing and Community Affairs,Licensing,M,71852.00,0.00,0.00,16
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,77457.31,843.62,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,60264.78,0.00,0.00,19
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,67372.73,275.48,0.00,21
HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,78759.04,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Asset Management,M,109761.00,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,70385.75,148.93,0.00,21
HCA,Department of Housing and Community Affairs,Housing Administration,M,40939.21,0.00,0.00,5
HCA,Department of Housing and Community Affairs,Management Services,F,108267.05,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Affordable Housing Programs,F,53105.61,253.38,0.00,16
HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,M,104426.02,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,48162.80,0.00,0.00,13
HCA,Department of Housing and Community Affairs,Director,M,206000.00,0.00,0.00,0
HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,M,100894.41,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,66291.81,263.48,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,102288.59,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Common Ownership Community Program,M,95268.79,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Management Services,F,71793.46,0.00,0.00,20
HCA,Department of Housing and Community Affairs,Licensing,M,75971.92,733.85,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,70385.75,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,54185.85,0.00,0.00,16
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,58292.86,0.00,0.00,19
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,69300.90,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Common Ownership Community Program,F,91429.69,0.00,0.00,25
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,63407.09,935.09,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,68631.64,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Housing Administration,F,51125.00,0.00,0.00,16
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,67996.25,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,71575.00,0.00,0.00,19
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,F,74837.98,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Common Ownership Community Program,F,53170.00,0.00,0.00,16
HCA,Department of Housing and Community Affairs,Director,M,160000.00,0.00,0.00,0
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,55215.00,0.00,0.00,19
HCA,Department of Housing and Community Affairs,Director,M,195000.00,0.00,0.00,0
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,77457.44,0.00,0.00,21
HCA,Department of Housing and Community Affairs,Housing Code Enforcement,M,96115.00,0.00,0.00,25
HHS,Department of Health and Human Services,Adult Behavioral Health Services,F,139008.24,0.00,0.00,M3
HHS,Department of Health and Human Services,Latino Health Initiative,F,126117.63,0.00,0.00,M3
HHS,Department of Health and Human Services,Income Supports,F,75290.00,0.00,1474.72,17
HHS,Department of Health and Human Services,Ombudsman Services,F,109761.00,0.00,2148.64,25
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,86669.00,0.00,0.00,20
HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,F,75290.00,0.00,1474.72,17
HHS,Department of Health and Human Services,Senior Nutrition Program,F,71852.00,107.53,4280.64,16
HHS,Department of Health and Human Services,Information Systems and Technology,M,167345.00,0.00,0.00,M2
HHS,Department of Health and Human Services,Montgomery Cares,F,99852.00,0.00,0.00,23
HHS,Department of Health and Human Services,Budget Team,F,99852.00,0.00,0.00,23
HHS,Department of Health and Human Services,Child Care Subsidies - Admin,F,71852.00,0.00,2109.12,16
